일시,광진구,동대문구,성동구,중랑구,sunday,mon_1,mon_2,mon_3,mon_4,mon_5,mon_6,mon_7,mon_8,mon_9,mon_10,mon_11,mon_12
20211015,260290,215080,225004,165520,0,0,0,0,0,0,0,0,0,0,1,0,0
20211016,208986,166044,150378,121044,0,0,0,0,0,0,0,0,0,0,1,0,0
20211017,148980,116500,102234,82936,1,0,0,0,0,0,0,0,0,0,1,0,0
20211018,240230,203378,211942,159112,0,0,0,0,0,0,0,0,0,0,1,0,0
20211019,246284,205030,215528,161660,0,0,0,0,0,0,0,0,0,0,1,0,0
20211020,254354,214084,224448,167568,0,0,0,0,0,0,0,0,0,0,1,0,0
20211021,253238,214096,223938,166240,0,0,0,0,0,0,0,0,0,0,1,0,0
20211022,265876,222832,231838,170004,0,0,0,0,0,0,0,0,0,0,1,0,0
20211023,222178,173422,160902,123694,0,0,0,0,0,0,0,0,0,0,1,0,0
20211024,163906,126880,111910,86740,1,0,0,0,0,0,0,0,0,0,1,0,0
20211025,251012,216158,221078,167586,0,0,0,0,0,0,0,0,0,0,1,0,0
20211026,258992,218574,226684,169794,0,0,0,0,0,0,0,0,0,0,1,0,0
20211027,263298,218866,231542,168166,0,0,0,0,0,0,0,0,0,0,1,0,0
20211028,262718,219332,230210,168016,0,0,0,0,0,0,0,0,0,0,1,0,0
20211029,276426,226230,238244,170076,0,0,0,0,0,0,0,0,0,0,1,0,0
20211030,230836,174614,169422,126132,0,0,0,0,0,0,0,0,0,0,1,0,0
20211031,176816,131096,124518,91952,1,0,0,0,0,0,0,0,0,0,1,0,0
20211101,253758,216198,224180,166680,0,0,0,0,0,0,0,0,0,0,0,1,0
20211102,260026,218540,232142,169210,0,0,0,0,0,0,0,0,0,0,0,1,0
20211103,266088,220804,235096,170146,0,0,0,0,0,0,0,0,0,0,0,1,0
20211104,264106,219278,235110,170232,0,0,0,0,0,0,0,0,0,0,0,1,0
20211105,279806,230054,246104,174736,0,0,0,0,0,0,0,0,0,0,0,1,0
20211106,233434,182744,177964,129634,0,0,0,0,0,0,0,0,0,0,0,1,0
20211107,176838,136704,133870,93490,1,0,0,0,0,0,0,0,0,0,0,1,0
20211108,240576,195198,213708,157966,0,0,0,0,0,0,0,0,0,0,0,1,0
20211109,252958,207220,225764,164248,0,0,0,0,0,0,0,0,0,0,0,1,0
20211110,265316,217192,237014,172168,0,0,0,0,0,0,0,0,0,0,0,1,0
20211111,269686,221912,238086,172516,0,0,0,0,0,0,0,0,0,0,0,1,0
20211112,274850,226984,242214,175096,0,0,0,0,0,0,0,0,0,0,0,1,0
20211113,223090,183912,165152,124764,0,0,0,0,0,0,0,0,0,0,0,1,0
20211114,167324,130230,116468,89754,1,0,0,0,0,0,0,0,0,0,0,1,0
20211115,254402,214048,222400,167202,0,0,0,0,0,0,0,0,0,0,0,1,0
20211116,261932,216450,231478,171606,0,0,0,0,0,0,0,0,0,0,0,1,0
20211117,266320,219978,238344,172002,0,0,0,0,0,0,0,0,0,0,0,1,0
20211118,262574,215052,230824,168968,0,0,0,0,0,0,0,0,0,0,0,1,0
20211119,278492,227824,242358,173852,0,0,0,0,0,0,0,0,0,0,0,1,0
20211120,238342,175376,166528,127678,0,0,0,0,0,0,0,0,0,0,0,1,0
20211121,160422,127988,117532,87706,1,0,0,0,0,0,0,0,0,0,0,1,0
20211122,254376,211274,223678,168076,0,0,0,0,0,0,0,0,0,0,0,1,0
20211123,259322,209178,230240,169298,0,0,0,0,0,0,0,0,0,0,0,1,0
20211124,263458,213104,233068,170598,0,0,0,0,0,0,0,0,0,0,0,1,0
20211125,266820,220832,233966,171988,0,0,0,0,0,0,0,0,0,0,0,1,0
20211126,274590,225730,240224,174884,0,0,0,0,0,0,0,0,0,0,0,1,0
20211127,220448,172860,163560,123462,0,0,0,0,0,0,0,0,0,0,0,1,0
20211128,165324,129172,117740,87994,1,0,0,0,0,0,0,0,0,0,0,1,0
20211129,255652,213180,223938,167294,0,0,0,0,0,0,0,0,0,0,0,1,0
20211130,246246,193338,219764,162428,0,0,0,0,0,0,0,0,0,0,0,1,0
20211201,258440,206602,229744,168230,0,0,0,0,0,0,0,0,0,0,0,0,1
20211202,256782,209806,228114,166488,0,0,0,0,0,0,0,0,0,0,0,0,1
20211203,268718,219506,239250,171426,0,0,0,0,0,0,0,0,0,0,0,0,1
20211204,205690,163128,152104,118566,0,0,0,0,0,0,0,0,0,0,0,0,1
20211205,149786,121350,109450,85040,1,0,0,0,0,0,0,0,0,0,0,0,1
20211206,246898,205066,218106,165424,0,0,0,0,0,0,0,0,0,0,0,0,1
20211207,253084,208646,222658,167588,0,0,0,0,0,0,0,0,0,0,0,0,1
20211208,253370,208734,223864,165850,0,0,0,0,0,0,0,0,0,0,0,0,1
20211209,252686,208016,222306,164242,0,0,0,0,0,0,0,0,0,0,0,0,1
20211210,259118,211234,228396,165876,0,0,0,0,0,0,0,0,0,0,0,0,1
20211211,199056,158358,144562,116608,0,0,0,0,0,0,0,0,0,0,0,0,1
20211212,146352,116912,104552,80926,1,0,0,0,0,0,0,0,0,0,0,0,1
20211213,238812,194150,207972,157880,0,0,0,0,0,0,0,0,0,0,0,0,1
20211214,246174,201718,217732,163116,0,0,0,0,0,0,0,0,0,0,0,0,1
20211215,251850,203590,225534,164622,0,0,0,0,0,0,0,0,0,0,0,0,1
20211216,253974,207302,226156,163960,0,0,0,0,0,0,0,0,0,0,0,0,1
20211217,261326,207570,231758,164214,0,0,0,0,0,0,0,0,0,0,0,0,1
20211218,197632,147762,147928,109364,0,0,0,0,0,0,0,0,0,0,0,0,1
20211219,151068,114452,110312,81320,1,0,0,0,0,0,0,0,0,0,0,0,1
20211220,247318,207320,222514,161680,0,0,0,0,0,0,0,0,0,0,0,0,1
20211221,257610,210912,229576,165124,0,0,0,0,0,0,0,0,0,0,0,0,1
20211222,264174,213894,234426,164582,0,0,0,0,0,0,0,0,0,0,0,0,1
20211223,265948,216090,234644,164316,0,0,0,0,0,0,0,0,0,0,0,0,1
20211224,272398,221230,237126,163788,0,0,0,0,0,0,0,0,0,0,0,0,1
20211225,173466,123184,116334,90148,0,0,0,0,0,0,0,0,0,0,0,0,1
20211226,129550,97452,85164,68650,1,0,0,0,0,0,0,0,0,0,0,0,1
20211227,237440,191910,208000,150440,0,0,0,0,0,0,0,0,0,0,0,0,1
20211228,251670,204414,221636,158220,0,0,0,0,0,0,0,0,0,0,0,0,1
20211229,258842,212810,228018,162176,0,0,0,0,0,0,0,0,0,0,0,0,1
20211230,274530,208734,225432,159114,0,0,0,0,0,0,0,0,0,0,0,0,1
20211231,248242,201202,201358,150972,0,0,0,0,0,0,0,0,0,0,0,0,1
20220101,181762,144276,119433,99765,0,1,0,0,0,0,0,0,0,0,0,0,0
20220102,200440,152602,145787,119785,1,1,0,0,0,0,0,0,0,0,0,0,0
20220103,248031,208301,211636,157965,0,1,0,0,0,0,0,0,0,0,0,0,0
20220104,248886,206579,214149,159471,0,1,0,0,0,0,0,0,0,0,0,0,0
20220105,265088,215270,229041,167790,0,1,0,0,0,0,0,0,0,0,0,0,0
20220106,265088,215270,230843,169565,0,1,0,0,0,0,0,0,0,0,0,0,0
20220107,260754,211961,224398,167248,0,1,0,0,0,0,0,0,0,0,0,0,0
20220108,181320,140730,128465,100466,0,1,0,0,0,0,0,0,0,0,0,0,0
20220109,189623,150626,129510,111226,1,1,0,0,0,0,0,0,0,0,0,0,0
20220110,250044,208301,211636,157965,0,1,0,0,0,0,0,0,0,0,0,0,0
20220111,249484,207961,219015,163478,0,1,0,0,0,0,0,0,0,0,0,0,0
20220112,248886,206579,203163,157466,0,1,0,0,0,0,0,0,0,0,0,0,0
20220113,158090,124595,101692,85402,0,1,0,0,0,0,0,0,0,0,0,0,0
20220114,158090,124595,101692,85402,0,1,0,0,0,0,0,0,0,0,0,0,0
20220115,164239,125969,108218,87986,0,1,0,0,0,0,0,0,0,0,0,0,0
20220116,155429,120066,101692,85402,1,1,0,0,0,0,0,0,0,0,0,0,0
20220117,249257,207268,217655,159471,0,1,0,0,0,0,0,0,0,0,0,0,0
20220118,265088,215270,231112,169565,0,1,0,0,0,0,0,0,0,0,0,0,0
20220119,248887,206579,214204,161613,0,1,0,0,0,0,0,0,0,0,0,0,0
20220120,265088,215270,231112,169565,0,1,0,0,0,0,0,0,0,0,0,0,0
20220121,261756,212877,223393,165445,0,1,0,0,0,0,0,0,0,0,0,0,0
20220122,187706,148053,134279,107639,0,1,0,0,0,0,0,0,0,0,0,0,0
20220123,151487,112281,94208,79726,1,1,0,0,0,0,0,0,0,0,0,0,0
20220124,260754,211961,224898,167248,0,1,0,0,0,0,0,0,0,0,0,0,0
20220125,261756,213418,226197,167372,0,1,0,0,0,0,0,0,0,0,0,0,0
20220126,261756,213418,226197,167372,0,1,0,0,0,0,0,0,0,0,0,0,0
20220127,261756,213418,226197,167372,0,1,0,0,0,0,0,0,0,0,0,0,0
20220128,254388,202229,214780,158079,0,1,0,0,0,0,0,0,0,0,0,0,0
20220129,168047,134815,125260,103215,0,1,0,0,0,0,0,0,0,0,0,0,0
20220130,173151,144313,140396,107747,1,1,0,0,0,0,0,0,0,0,0,0,0
20220131,155429,120066,101692,85402,0,1,0,0,0,0,0,0,0,0,0,0,0
20220201,261756,213418,226197,167372,0,0,1,0,0,0,0,0,0,0,0,0,0
20220202,261756,213418,226197,167372,0,0,1,0,0,0,0,0,0,0,0,0,0
20220203,261756,213418,226197,167372,0,0,1,0,0,0,0,0,0,0,0,0,0
20220204,244706,195957,204749,153731,0,0,1,0,0,0,0,0,0,0,0,0,0
20220205,177635,144115,160259,120636,0,0,1,0,0,0,0,0,0,0,0,0,0
20220206,146684,112235,92053,78889,1,0,1,0,0,0,0,0,0,0,0,0,0
20220207,261756,213418,226197,167372,0,0,1,0,0,0,0,0,0,0,0,0,0
20220208,261756,212877,223393,165445,0,0,1,0,0,0,0,0,0,0,0,0,0
20220209,264041,219730,219042,166252,0,0,1,0,0,0,0,0,0,0,0,0,0
20220210,261756,212877,223393,165445,0,0,1,0,0,0,0,0,0,0,0,0,0
20220211,260941,211361,214083,161959,0,0,1,0,0,0,0,0,0,0,0,0,0
20220212,187019,149508,157674,120636,0,0,1,0,0,0,0,0,0,0,0,0,0
20220213,146684,112235,92053,78889,1,0,1,0,0,0,0,0,0,0,0,0,0
20220214,261756,213418,226197,167372,0,0,1,0,0,0,0,0,0,0,0,0,0
20220215,261756,213418,226197,167372,0,0,1,0,0,0,0,0,0,0,0,0,0
20220216,260941,211361,214083,161959,0,0,1,0,0,0,0,0,0,0,0,0,0
20220217,264041,219730,218542,166252,0,0,1,0,0,0,0,0,0,0,0,0,0
20220218,226359,187984,193973,148692,0,0,1,0,0,0,0,0,0,0,0,0,0
20220219,187970,149071,135910,107798,0,0,1,0,0,0,0,0,0,0,0,0,0
20220220,173151,144313,140099,107747,1,0,1,0,0,0,0,0,0,0,0,0,0
20220221,261756,213418,226197,167372,0,0,1,0,0,0,0,0,0,0,0,0,0
20220222,264041,219730,218542,166252,0,0,1,0,0,0,0,0,0,0,0,0,0
20220223,260941,211361,214083,161959,0,0,1,0,0,0,0,0,0,0,0,0,0
20220224,246671,195957,205256,153731,0,0,1,0,0,0,0,0,0,0,0,0,0
20220225,226359,187984,193973,148692,0,0,1,0,0,0,0,0,0,0,0,0,0
20220226,187706,148053,134279,107639,0,0,1,0,0,0,0,0,0,0,0,0,0
20220227,162230,110686,115665,91204,1,0,1,0,0,0,0,0,0,0,0,0,0
20220228,261756,213418,226197,167372,0,0,1,0,0,0,0,0,0,0,0,0,0
20220301,260941,211361,214083,161959,0,0,0,1,0,0,0,0,0,0,0,0,0
20220302,228324,187984,198033,149507,0,0,0,1,0,0,0,0,0,0,0,0,0
20220303,225939,186797,196268,147742,0,0,0,1,0,0,0,0,0,0,0,0,0
20220304,200385,172084,178024,136546,0,0,0,1,0,0,0,0,0,0,0,0,0
20220305,206861,160714,160018,122526,0,0,0,1,0,0,0,0,0,0,0,0,0
20220306,188849,151219,149325,112816,1,0,0,1,0,0,0,0,0,0,0,0,0
20220307,260941,211361,214083,161959,0,0,0,1,0,0,0,0,0,0,0,0,0
20220308,245239,195957,205256,153731,0,0,0,1,0,0,0,0,0,0,0,0,0
20220309,260941,211361,214083,161959,0,0,0,1,0,0,0,0,0,0,0,0,0
20220310,246671,195957,205256,153731,0,0,0,1,0,0,0,0,0,0,0,0,0
20220311,224508,187984,192208,148692,0,0,0,1,0,0,0,0,0,0,0,0,0
20220312,193282,140861,139244,112392,0,0,0,1,0,0,0,0,0,0,0,0,0
20220313,177327,144228,144570,109077,1,0,0,1,0,0,0,0,0,0,0,0,0
20220314,251094,209418,222745,165378,0,0,0,1,0,0,0,0,0,0,0,0,0
20220315,264041,219730,219042,166252,0,0,0,1,0,0,0,0,0,0,0,0,0
20220316,246671,195957,205756,153731,0,0,0,1,0,0,0,0,0,0,0,0,0
20220317,246671,195957,205256,153731,0,0,0,1,0,0,0,0,0,0,0,0,0
20220318,257489,210796,220252,165445,0,0,0,1,0,0,0,0,0,0,0,0,0
20220319,189702,154232,168205,124168,0,0,0,1,0,0,0,0,0,0,0,0,0
20220320,157606,119917,103640,87482,1,0,0,1,0,0,0,0,0,0,0,0,0
20220321,269350,222351,229104,168710,0,0,0,1,0,0,0,0,0,0,0,0,0
20220322,262610,219730,214482,165436,0,0,0,1,0,0,0,0,0,0,0,0,0
20220323,245239,195957,201196,152916,0,0,0,1,0,0,0,0,0,0,0,0,0
20220324,264041,219730,219042,166252,0,0,0,1,0,0,0,0,0,0,0,0,0
20220325,226893,187984,194480,148692,0,0,0,1,0,0,0,0,0,0,0,0,0
20220326,184027,149508,157674,120636,0,0,0,1,0,0,0,0,0,0,0,0,0
20220327,186662,148491,146325,109947,1,0,0,1,0,0,0,0,0,0,0,0,0
20220328,269350,221810,225801,166783,0,0,0,1,0,0,0,0,0,0,0,0,0
20220329,264041,219730,219042,166252,0,0,0,1,0,0,0,0,0,0,0,0,0
20220330,246671,195957,205256,153731,0,0,0,1,0,0,0,0,0,0,0,0,0
20220331,246671,195957,205256,153731,0,0,0,1,0,0,0,0,0,0,0,0,0
20220401,226359,187984,193973,148692,0,0,0,0,1,0,0,0,0,0,0,0,0
20220402,184966,147400,135910,107587,0,0,0,0,1,0,0,0,0,0,0,0,0
20220403,177327,144228,144570,109077,1,0,0,0,1,0,0,0,0,0,0,0,0
20220404,260941,211361,214083,161959,0,0,0,0,1,0,0,0,0,0,0,0,0
20220405,261756,213418,227437,169147,0,0,0,0,1,0,0,0,0,0,0,0,0
20220406,159788,130632,115140,96836,0,0,0,0,1,0,0,0,0,0,0,0,0
20220407,245239,195957,205256,153731,0,0,0,0,1,0,0,0,0,0,0,0,0
20220408,246671,195957,205256,153731,0,0,0,0,1,0,0,0,0,0,0,0,0
20220409,191906,149469,135910,107908,0,0,0,0,1,0,0,0,0,0,0,0,0
20220410,193988,155145,153492,118669,1,0,0,0,1,0,0,0,0,0,0,0,0
20220411,261756,213418,226197,167372,0,0,0,0,1,0,0,0,0,0,0,0,0
20220412,245239,195957,200689,152916,0,0,0,0,1,0,0,0,0,0,0,0,0
20220413,244706,195957,200689,152916,0,0,0,0,1,0,0,0,0,0,0,0,0
20220414,245239,195957,201196,152916,0,0,0,0,1,0,0,0,0,0,0,0,0
20220415,206748,176565,180817,138676,0,0,0,0,1,0,0,0,0,0,0,0,0
20220416,168293,135551,128830,105249,0,0,0,0,1,0,0,0,0,0,0,0,0
20220417,138038,104376,80355,69208,1,0,0,0,1,0,0,0,0,0,0,0,0
20220418,261756,213418,226197,167372,0,0,0,0,1,0,0,0,0,0,0,0,0
20220419,224508,187984,192208,148692,0,0,0,0,1,0,0,0,0,0,0,0,0
20220420,188931,151237,157978,120636,0,0,0,0,1,0,0,0,0,0,0,0,0
20220421,261756,212877,223393,165445,0,0,0,0,1,0,0,0,0,0,0,0,0
20220422,245239,195957,201196,152916,0,0,0,0,1,0,0,0,0,0,0,0,0
20220423,204319,158215,156333,127848,0,0,0,0,1,0,0,0,0,0,0,0,0
20220424,193988,155145,153195,118669,1,0,0,0,1,0,0,0,0,0,0,0,0
20220425,262610,219730,218542,166252,0,0,0,0,1,0,0,0,0,0,0,0,0
20220426,260941,211361,214582,161959,0,0,0,0,1,0,0,0,0,0,0,0,0
20220427,226893,187984,194480,148692,0,0,0,0,1,0,0,0,0,0,0,0,0
20220428,261756,212877,223393,165445,0,0,0,0,1,0,0,0,0,0,0,0,0
20220429,246671,195957,205756,153731,0,0,0,0,1,0,0,0,0,0,0,0,0
20220430,184830,149091,159955,120636,0,0,0,0,1,0,0,0,0,0,0,0,0
20220501,193988,153750,153195,118669,1,0,0,0,0,1,0,0,0,0,0,0,0
20220502,261756,213418,226197,167372,0,0,0,0,0,1,0,0,0,0,0,0,0
20220503,264041,219730,219042,166252,0,0,0,0,0,1,0,0,0,0,0,0,0
20220504,246671,195957,205756,153731,0,0,0,0,0,1,0,0,0,0,0,0,0
20220505,261756,213418,227437,169147,0,0,0,0,0,1,0,0,0,0,0,0,0
20220506,217277,179214,187757,145474,0,0,0,0,0,1,0,0,0,0,0,0,0
20220507,196935,147915,143567,113585,0,0,0,0,0,1,0,0,0,0,0,0,0
20220508,162382,120802,107362,86514,1,0,0,0,0,1,0,0,0,0,0,0,0
20220509,261756,213418,226197,167372,0,0,0,0,0,1,0,0,0,0,0,0,0
20220510,269350,221810,226300,166783,0,0,0,0,0,1,0,0,0,0,0,0,0
20220511,264041,219730,219042,166252,0,0,0,0,0,1,0,0,0,0,0,0,0
20220512,257489,210796,220252,165445,0,0,0,0,0,1,0,0,0,0,0,0,0
20220513,260941,211361,214083,161959,0,0,0,0,0,1,0,0,0,0,0,0,0
20220514,187526,151557,163449,122670,0,0,0,0,0,1,0,0,0,0,0,0,0
20220515,150545,112516,94125,80778,1,0,0,0,0,1,0,0,0,0,0,0,0
20220516,261756,213418,226197,167372,0,0,0,0,0,1,0,0,0,0,0,0,0
20220517,269350,222351,229104,168710,0,0,0,0,0,1,0,0,0,0,0,0,0
20220518,245239,195957,201196,152916,0,0,0,0,0,1,0,0,0,0,0,0,0
20220519,245239,195957,205256,153731,0,0,0,0,0,1,0,0,0,0,0,0,0
20220520,226893,187984,198540,149507,0,0,0,0,0,1,0,0,0,0,0,0,0
20220521,193282,140861,139244,112392,0,0,0,0,0,1,0,0,0,0,0,0,0
20220522,186662,148491,146028,109947,1,0,0,0,0,1,0,0,0,0,0,0,0
20220523,246671,195957,205256,153731,0,0,0,0,0,1,0,0,0,0,0,0,0
20220524,226893,187984,198540,149507,0,0,0,0,0,1,0,0,0,0,0,0,0
20220525,228324,187984,198540,149507,0,0,0,0,0,1,0,0,0,0,0,0,0
20220526,225042,186797,196775,147742,0,0,0,0,0,1,0,0,0,0,0,0,0
20220527,207476,176565,180817,138740,0,0,0,0,0,1,0,0,0,0,0,0,0
20220528,184830,149091,159955,120636,0,0,0,0,0,1,0,0,0,0,0,0,0
20220529,188849,152748,149028,112816,1,0,0,0,0,1,0,0,0,0,0,0,0
20220530,269350,222351,229104,168710,0,0,0,0,0,1,0,0,0,0,0,0,0
20220531,228324,187984,198540,149507,0,0,0,0,0,1,0,0,0,0,0,0,0
20220601,246671,195957,205756,153731,0,0,0,0,0,0,1,0,0,0,0,0,0
20220602,228324,187984,198540,149507,0,0,0,0,0,0,1,0,0,0,0,0,0
20220603,204142,170757,179900,137779,0,0,0,0,0,0,1,0,0,0,0,0,0
20220604,187970,149071,135910,107798,0,0,0,0,0,0,1,0,0,0,0,0,0
20220605,172212,126240,109331,91214,1,0,0,0,0,0,1,0,0,0,0,0,0
20220606,264041,219730,218542,166252,0,0,0,0,0,0,1,0,0,0,0,0,0
20220607,245239,195957,205256,153731,0,0,0,0,0,0,1,0,0,0,0,0,0
20220608,257489,210796,220252,165445,0,0,0,0,0,0,1,0,0,0,0,0,0
20220609,261756,213418,226197,167372,0,0,0,0,0,0,1,0,0,0,0,0,0
20220610,261756,213418,226197,167372,0,0,0,0,0,0,1,0,0,0,0,0,0
20220611,181762,144276,119433,100116,0,0,0,0,0,0,1,0,0,0,0,0,0
20220612,191540,150726,135492,111690,1,0,0,0,0,0,1,0,0,0,0,0,0
20220613,250091,208413,215949,159471,0,0,0,0,0,0,1,0,0,0,0,0,0
20220614,249259,207268,215949,159471,0,0,0,0,0,0,1,0,0,0,0,0,0
20220615,246616,204892,215949,159471,0,0,0,0,0,0,1,0,0,0,0,0,0
20220616,232123,194030,205347,147656,0,0,0,0,0,0,1,0,0,0,0,0,0
20220617,250090,208413,217655,159471,0,0,0,0,0,0,1,0,0,0,0,0,0
20220618,197083,146855,131075,103628,0,0,0,0,0,0,1,0,0,0,0,0,0
20220619,197479,160133,149125,121389,1,0,0,0,0,0,1,0,0,0,0,0,0
20220620,250021,208100,215949,159471,0,0,0,0,0,0,1,0,0,0,0,0,0
20220621,249257,207268,217655,159471,0,0,0,0,0,0,1,0,0,0,0,0,0
20220622,233802,196427,205022,147991,0,0,0,0,0,0,1,0,0,0,0,0,0
20220623,232123,194030,205347,147656,0,0,0,0,0,0,1,0,0,0,0,0,0
20220624,248868,206955,217655,159471,0,0,0,0,0,0,1,0,0,0,0,0,0
20220625,179108,135097,119348,97214,0,0,0,0,0,0,1,0,0,0,0,0,0
20220626,158090,124595,101692,85402,1,0,0,0,0,0,1,0,0,0,0,0,0
20220627,233406,196010,205022,147991,0,0,0,0,0,0,1,0,0,0,0,0,0
20220628,232903,196010,200573,145402,0,0,0,0,0,0,1,0,0,0,0,0,0
20220629,232123,194030,201436,145067,0,0,0,0,0,0,1,0,0,0,0,0,0
20220630,232627,194030,201436,145067,0,0,0,0,0,0,1,0,0,0,0,0,0
20220701,249517,208100,215949,159471,0,0,0,0,0,0,0,1,0,0,0,0,0
20220702,179108,135097,119348,97214,0,0,0,0,0,0,0,1,0,0,0,0,0
20220703,155429,120066,101692,85402,1,0,0,0,0,0,0,1,0,0,0,0,0
20220704,217895,187508,185310,140663,0,0,0,0,0,0,0,1,0,0,0,0,0
20220705,215199,185042,181436,138628,0,0,0,0,0,0,0,1,0,0,0,0,0
20220706,224801,191186,185231,141549,0,0,0,0,0,0,0,1,0,0,0,0,0
20220707,232123,194030,201979,145067,0,0,0,0,0,0,0,1,0,0,0,0,0
20220708,249517,208100,215949,159471,0,0,0,0,0,0,0,1,0,0,0,0,0
20220709,219313,172396,162540,125892,0,0,0,0,0,0,0,1,0,0,0,0,0
20220710,197479,160133,149125,121389,1,0,0,0,0,0,0,1,0,0,0,0,0
20220711,249701,208100,217655,159471,0,0,0,0,0,0,0,1,0,0,0,0,0
20220712,248868,206955,217655,159471,0,0,0,0,0,0,0,1,0,0,0,0,0
20220713,249259,207268,215949,159471,0,0,0,0,0,0,0,1,0,0,0,0,0
20220714,248685,206955,215949,159471,0,0,0,0,0,0,0,1,0,0,0,0,0
20220715,249257,207268,217655,159471,0,0,0,0,0,0,0,1,0,0,0,0,0
20220716,206861,160714,160018,122526,0,0,0,0,0,0,0,1,0,0,0,0,0
20220717,172212,126240,109331,91214,1,0,0,0,0,0,0,1,0,0,0,0,0
20220718,197083,146855,131075,103628,0,0,0,0,0,0,0,1,0,0,0,0,0
20220719,249257,207268,217655,159471,0,0,0,0,0,0,0,1,0,0,0,0,0
20220720,249257,207268,217655,159471,0,0,0,0,0,0,0,1,0,0,0,0,0
20220721,249257,206885,215533,159471,0,0,0,0,0,0,0,1,0,0,0,0,0
20220722,249672,207995,221361,161883,0,0,0,0,0,0,0,1,0,0,0,0,0
20220723,167752,126127,117955,95116,0,0,0,0,0,0,0,1,0,0,0,0,0
20220724,176778,127398,119017,98326,1,0,0,0,0,0,0,1,0,0,0,0,0
20220725,249257,207268,217655,159471,0,0,0,0,0,0,0,1,0,0,0,0,0
20220726,248869,206955,215949,159471,0,0,0,0,0,0,0,1,0,0,0,0,0
20220727,253819,211270,226420,165796,0,0,0,0,0,0,0,1,0,0,0,0,0
20220728,251790,207995,221361,161883,0,0,0,0,0,0,0,1,0,0,0,0,0
20220729,249672,207995,215692,159741,0,0,0,0,0,0,0,1,0,0,0,0,0
20220730,181193,142585,135910,105701,0,0,0,0,0,0,0,1,0,0,0,0,0
20220731,162110,110686,116507,91204,1,0,0,0,0,0,0,1,0,0,0,0,0
20220801,250044,208301,218951,160108,0,0,0,0,0,0,0,0,1,0,0,0,0
20220802,249259,207268,215949,159471,0,0,0,0,0,0,0,0,1,0,0,0,0
20220803,249672,207995,221630,161883,0,0,0,0,0,0,0,0,1,0,0,0,0
20220804,253819,211270,223658,164020,0,0,0,0,0,0,0,0,1,0,0,0,0
20220805,261756,212877,223393,165445,0,0,0,0,0,0,0,0,1,0,0,0,0
20220806,170204,137281,130726,105249,0,0,0,0,0,0,0,0,1,0,0,0,0
20220807,164871,128106,103472,92161,1,0,0,0,0,0,0,0,1,0,0,0,0
20220808,249672,207995,217836,160108,0,0,0,0,0,0,0,0,1,0,0,0,0
20220809,246172,204059,215949,159471,0,0,0,0,0,0,0,0,1,0,0,0,0
20220810,261756,213418,226197,167372,0,0,0,0,0,0,0,0,1,0,0,0,0
20220811,260754,211961,224898,167248,0,0,0,0,0,0,0,0,1,0,0,0,0
20220812,261756,212877,222893,165445,0,0,0,0,0,0,0,0,1,0,0,0,0
20220813,184792,150561,152385,117801,0,0,0,0,0,0,0,0,1,0,0,0,0
20220814,166012,120950,108921,88403,1,0,0,0,0,0,0,0,1,0,0,0,0
20220815,261756,213418,226197,167372,0,0,0,0,0,0,0,0,1,0,0,0,0
20220816,261756,213418,225698,167372,0,0,0,0,0,0,0,0,1,0,0,0,0
20220817,261756,212877,222893,165445,0,0,0,0,0,0,0,0,1,0,0,0,0
20220818,261756,212877,220914,165445,0,0,0,0,0,0,0,0,1,0,0,0,0
20220819,254388,202229,212302,158079,0,0,0,0,0,0,0,0,1,0,0,0,0
20220820,181869,142585,135910,105701,0,0,0,0,0,0,0,0,1,0,0,0,0
20220821,188702,142392,141769,113907,1,0,0,0,0,0,0,0,1,0,0,0,0
20220822,158090,124595,101692,85402,0,0,0,0,0,0,0,0,1,0,0,0,0
20220823,158090,124595,101692,85402,0,0,0,0,0,0,0,0,1,0,0,0,0
20220824,138038,104376,80355,69208,0,0,0,0,0,0,0,0,1,0,0,0,0
20220825,249259,207268,215949,159471,0,0,0,0,0,0,0,0,1,0,0,0,0
20220826,261756,213418,227437,169147,0,0,0,0,0,0,0,0,1,0,0,0,0
20220827,187706,148053,134279,107639,0,0,0,0,0,0,0,0,1,0,0,0,0
20220828,179248,134741,120151,103723,1,0,0,0,0,0,0,0,1,0,0,0,0
20220829,262364,213418,227437,169147,0,0,0,0,0,0,0,0,1,0,0,0,0
20220830,261756,213418,227437,169147,0,0,0,0,0,0,0,0,1,0,0,0,0
20220831,254088,211270,222244,165796,0,0,0,0,0,0,0,0,1,0,0,0,0
20220901,261756,213418,226197,167372,0,0,0,0,0,0,0,0,0,1,0,0,0
20220902,254388,202229,214780,158079,0,0,0,0,0,0,0,0,0,1,0,0,0
20220903,177635,144115,160259,120636,0,0,0,0,0,0,0,0,0,1,0,0,0
20220904,186662,148491,146325,109947,1,0,0,0,0,0,0,0,0,1,0,0,0
20220905,206861,160714,160018,122526,0,0,0,0,0,0,0,0,0,1,0,0,0
20220906,261756,213418,227437,169147,0,0,0,0,0,0,0,0,0,1,0,0,0
20220907,260754,211961,226968,169023,0,0,0,0,0,0,0,0,0,1,0,0,0
20220908,261756,213418,226197,167372,0,0,0,0,0,0,0,0,0,1,0,0,0
20220909,261756,212877,223393,165445,0,0,0,0,0,0,0,0,0,1,0,0,0
20220910,158003,128937,133206,102481,0,0,0,0,0,0,0,0,0,1,0,0,0
